name,desc,last_30_d,last_90_d,last_year,build_error
fuse-emulator,Free Unix Spectrum Emulator,30,84,295,0
fuse-zip,FUSE file system to create & manipulate ZIP archives,23,72,424,0
fuseki,SPARQL server,50,147,466,0
futhark,Data-parallel functional programming language,34,128,668,0
fuzzy-find,Fuzzy filename finder matching across directories as well as files,11,40,108,0
fwknop,Single Packet Authorization and Port Knocking,43,127,397,0
fwup,Configurable embedded Linux firmware update creator and runner,128,611,2688,0
fx,Command-line JSON processing tool,531,1600,9198,0
fzf,Command-line fuzzy finder written in Go,28538,85630,284416,0
fzy,"Fast, simple fuzzy text selector with an advanced scoring algorithm",187,548,2241,0
g2,Friendly git client,0,3,22,0
g3log,"Asynchronous, 'crash safe', logger that is easy to use",5,74,192,0
gabedit,"GUI to computational chemistry packages like Gamess-US, Gaussian, etc.",22,57,289,0
gaffitter,Efficiently fit files/folders to fixed size volumes (like DVDs),1,2,6,0
galen,Automated testing of look and feel for responsive websites,9,20,83,0
gallery-dl,Command-line downloader for image-hosting site galleries and collections,115,143,143,0
gambit,Software tools for game theory,21,57,142,0
gambit-scheme,Implementation of the Scheme Language,40,116,580,0
game-music-emu,Videogame music file emulator collection,177,626,4020,0
gammaray,Examine and manipulate Qt application internals at runtime,34,104,313,0
gammu,Command-line utility to control a phone,24,123,396,0
gandi.cli,Command-line interface to Gandi.net products using the public API,4,26,190,0
ganglia,Scalable distributed monitoring system,3,14,64,0
garmintools,Interface to the Garmin Forerunner GPS units,3,9,52,0
gateway-go,GateWay Client for OpenIoTHub,3,12,65,0
gatsby-cli,Gatsby command-line interface,850,2327,9731,0
gau,"Open Threat Exchange, Wayback Machine, and Common Crawl URL fetcher",10,44,162,0
gauche,"R7RS Scheme implementation, developed to be a handy script interpreter",88,538,1071,0
gauge,Test automation tool that supports executable documentation,555,1434,6394,0
gaul,Genetic Algorithm Utility Library,0,6,8,0
gawk,GNU awk utility,7135,20662,96995,0
gbdfed,Bitmap Font Editor,7,24,66,0
gcab,Windows installer (.MSI) tool,112,264,884,0
gcal,Program for calculating and printing calendars,55,190,725,0
gcalcli,Easily access your Google Calendar(s) from a command-line,35,103,162,0
gcc,GNU compiler collection,138415,343434,1266109,0
gcc@4.9,GNU Compiler Collection,674,2099,11565,0
gcc@5,GNU Compiler Collection,943,2823,10312,0
gcc@6,GNU compiler collection,934,2506,10193,0
gcc@7,GNU compiler collection,1280,3446,15018,0
gcc@8,GNU compiler collection,1240,3285,15102,0
gcc@9,GNU compiler collection,1599,3698,7969,0
gconf,System for storing user application preferences,1,13,146,0
gcore,Produce a snapshot (core dump) of a running process,7,28,230,0
gcovr,Reports from gcov test coverage program,216,705,4035,0
gcsfuse,User-space file system for interacting with Google Cloud,139,465,2407,0
gcutil,Manage your Google Compute Engine resources,19,47,172,0
gcviewer,Java garbage collection visualization tool,45,106,604,0
gd,Graphics library to dynamically manipulate images,116178,236129,761480,0
gdal,Geospatial Data Abstraction Library,19075,57790,196399,0
gdb,GNU debugger,14445,34331,144196,0
gdbgui,"Modern, browser-based frontend to gdb (gnu debugger)",109,283,857,0
gdbm,GNU database manager,319317,970874,3719001,0
gdcm,Grassroots DICOM library and utilities for medical files,125,448,2489,0
gdk-pixbuf,Toolkit for image loading and pixel buffer manipulation,76238,239787,518063,0
gdl,GNOME Docking Library provides docking features for GTK+ 3,93,230,1064,0
gdm,Go Dependency Manager (gdm),6,22,98,0
gdmap,Tool to inspect the used space of folders,10,21,53,0
gdrive,Google Drive CLI Client,330,954,4544,0
gdu,Disk usage analyzer with console interface written in Go,228,278,278,0
gdub,Gradlew/gradle wrapper,165,445,2017,0
geant4,Simulation toolkit for particle transport through matter,156,359,1029,0
gearman,Application framework to farm out work to other machines or processes,141,481,2839,0
geckodriver,WebDriver <-> Marionette proxy,5348,13137,43766,0
gecode,Toolkit for developing constraint-based systems and applications,24,71,154,0
gedit,GNOME text editor,2631,7081,26060,0
geeqie,Lightweight Gtk+ based image viewer,108,361,1250,0
gegl,Graph based image processing framework,74,241,680,0
gel,Modern gem manager,10,15,38,0
gem-completion,Bash completion for gem,56,162,662,0
genact,Nonsense activity generator,34,113,581,0
genders,Static cluster configuration database for cluster management,3,13,42,0
generate-json-schema,Generate a JSON Schema from Sample JSON,9,22,132,0
genext2fs,Generates an ext2 filesystem as a normal (non-root) user,5,14,67,0
gengetopt,Generate C code to parse command-line arguments via getopt_long,143,467,2046,0
genometools,Versatile open source genome analysis software,24,73,399,0
genstats,Generate statistics about stdin or textfiles,3,14,43,0
geocode-glib,GNOME library for gecoding and reverse geocoding,43,81,233,0
geogram,Programming library of geometric algorithms,42,140,602,0
geographiclib,C++ geography library,33,130,452,0
geoip,This library is for the GeoIP Legacy format (dat),2310,6426,29463,0
geoipupdate,Automatic updates of GeoIP2 and GeoIP Legacy databases,328,1380,5333,0
geomview,Interactive 3D viewing program,19,84,192,0
geos,Geometry Engine,18800,56974,164102,0
geoserver,Java server to share and edit geospatial data,32,89,383,0
geph2,Modular Internet censorship circumvention system,3,13,59,0
gerbil-scheme,Opinionated dialect of Scheme designed for Systems Programming,19,57,369,0
gerbv,Gerber (RS-274X) viewer,86,258,1058,0
gerrit-tools,Tools to ease Gerrit code review,7,16,52,0
get-flash-videos,Download or play videos from various Flash-based websites,9,36,116,0
get_iplayer,Utility for downloading TV and radio programmes from BBC iPlayer,131,452,2587,0
getdns,Modern asynchronous DNS API,74,200,1547,0
getmail,"Extensible mail retrieval system with POP3, IMAP4, SSL support",48,230,487,0
gettext,GNU internationalization (i18n) and localization (l10n) library,308577,923206,4415515,0
getxbook,Tools to download ebooks from various sources,13,34,185,0
gexiv2,GObject wrapper around the Exiv2 photo metadata library,46,182,680,0
gf-complete,Comprehensive Library for Galois Field Arithmetic,0,12,97,0
gflags,Library for processing command-line flags,8173,27416,125197,0
gforth,Implementation of the ANS Forth language,97,328,1556,0
gh,GitHub command-line tool,30869,98749,217888,0
ghc,Glorious Glasgow Haskell Compilation System,3428,12568,52302,0
ghc@8.6,Glorious Glasgow Haskell Compilation System,48,183,1956,0
ghc@8.8,Glorious Glasgow Haskell Compilation System,476,2776,3982,0
ghex,GNOME hex editor,57,173,879,0
ghi,Work on GitHub issues on the command-line,135,404,1770,0
ghostscript,Interpreter for PostScript and PDF,93642,286036,947918,0
ghq,Remote repository management made easy,711,2133,14308,0
ghr,Upload multiple artifacts to GitHub Release in parallel,18,50,265,0
ghz,Simple gRPC benchmarking and load testing tool,232,803,2196,0
ghz-web,Web interface for ghz,5,28,61,0
gibbslda,Library wrapping imlib2's context API,1,2,5,0
gibo,Access GitHub's .gitignore boilerplates,296,861,5103,0
gif2png,Convert GIFs to PNGs,6,20,84,0
gifcap,Capture video from an Android device and make a gif,7,21,60,0
gifify,Turn movies into GIFs,68,187,891,0
giflib,Library and utilities for processing GIFs,56403,171974,758318,0
giflossy,"Lossy LZW compression, reduces GIF file sizes by 30-50%",52,177,927,0
gifsicle,GIF image/animation creator/editor,1608,4691,21185,0
gifski,Highest-quality GIF encoder based on pngquant,447,1231,5026,0
gimme,Shell script to install any Go version,85,260,1286,0
gimme-aws-creds,CLI to retrieve AWS credentials from Okta,1058,2589,6852,0
ginac,Not a Computer algebra system,46,166,666,0
gist,Command-line utility for uploading Gists,248,892,5855,0
gistit,Command-line utility for creating Gists,2,5,30,0
git,Distributed revision control system,194851,529067,2323269,0
git-absorb,Automatic git commit --fixup,35,134,902,0
git-annex,Manage files with git without checking in file contents,907,1750,6501,0
git-annex-remote-rclone,Use rclone supported cloud storage with git-annex,4,10,69,0
git-appraise,Distributed code review system for Git repos,5,13,45,0
git-archive-all,Archive a project and its submodules,79,124,492,0
git-bug,"Distributed, offline-first bug tracker embedded in git, with bridges",14,52,181,0
git-cal,GitHub-like contributions calendar but on the command-line,65,261,424,0
git-cinnabar,Git remote helper to interact with mercurial repositories,20,88,302,0
git-cola,Highly caffeinated git GUI,388,1260,6601,0
git-credential-manager,Stores Git credentials for Visual Studio Team Services,330,898,6904,0
git-crypt,Enable transparent encryption/decryption of files in a git repo,2306,6442,29104,0
git-delta,Syntax-highlighting pager for git and diff output,2933,8639,24074,0
git-extras,Small git utilities,1270,3927,21070,0
git-filter-repo,Quickly rewrite git repository history,724,2228,8350,0
git-fixup,Alias for git commit --fixup <ref>,16,41,272,0
git-flow,Extensions to follow Vincent Driessen's branching model,3205,8452,36434,0
git-flow-avh,AVH edition of git-flow,1985,5431,24269,0
git-fresh,Utility to keep git repos fresh,20,52,232,0
git-ftp,Git-powered FTP client,209,666,3716,0
git-game,Game for git to guess who made which commit,5,17,52,0
git-gerrit,Gerrit code review helper scripts,22,58,347,0
git-gui,Tcl/Tk UI for the git revision control system,14939,36376,80134,0
git-hooks,"Manage project, user, and global Git hooks",66,147,666,0
git-hooks-go,Git hooks manager,7,30,50,0
git-hound,Git plugin that prevents sensitive data from being committed,10,32,75,0
git-if,Glulx interpreter that is optimized for speed,1,5,11,0
git-imerge,Incremental merge for git,31,147,299,0
git-integration,Manage git integration branches,3,8,37,0
git-interactive-rebase-tool,Native sequence editor for Git interactive rebase,124,203,444,0
git-lfs,Git extension for versioning large files,53120,119300,328896,0
git-multipush,Push a branch to multiple remotes in one command,6,16,44,0
git-now,"Light, temporary commits for git",20,67,182,0
git-number,Use numbers for dealing with files in git,10,30,119,0
git-octopus,Continuous merge workflow,4,13,39,0
git-open,Open GitHub webpages from a terminal,62,182,668,0
git-plus,"Git utilities: git multi, git relation, git old-branches, git recent",40,132,1507,0
git-quick-stats,Simple and efficient way to access statistics in git,1053,2888,11850,0
git-recent,"See your latest local git branches, formatted real fancy",30,95,372,0
git-remote-codecommit,Git Remote Helper to interact with AWS CodeCommit,108,283,995,0
git-remote-gcrypt,GPG-encrypted git remotes,44,67,226,0
git-remote-hg,Transparent bidirectional bridge between Git and Mercurial,8,29,125,0
git-review,Submit git branches to gerrit for review,431,1546,6658,0
git-revise,Rebase alternative for easy & efficient in-memory rebases and fixups,25,79,431,0
git-secret,Bash-tool to store the private data inside a git repo,992,3299,8263,0
git-secrets,Prevents you from committing sensitive information to a git repo,1511,4630,18158,0
git-series,Track changes to a patch series over time,3,35,65,0
git-sh,Customized Bash environment for git work,0,10,158,0
git-sizer,Compute various size metrics for a Git repository,108,312,1186,0
git-ssh,Proxy for serving git repositories over SSH,19,61,286,0
git-standup,Git extension to generate reports for standup meetings,94,300,2127,0
git-subrepo,Git Submodule Alternative,139,532,1509,0
git-svn-abandon,History-preserving svn-to-git migration,84,198,551,0
git-test,Run tests on each distinct tree in a revision list,4,13,49,0
git-tf,Share changes between TFS and git,6,18,101,0
git-town,High-level command-line interface for Git,56,138,832,0
git-tracker,Integrate Pivotal Tracker into your Git workflow,4,17,59,0
git-trim,Trim your git remote tracking branches that are merged or gone,22,65,568,0
git-url-sub,Recursively substitute remote URLs for multiple repos,2,9,23,0
git-utils,Various Git helper utilities,36,79,278,0
git-vendor,Command for managing git vendored dependencies,6,38,107,0
git-when-merged,Find where a commit was merged in git,36,100,356,0
gitbatch,Manage your git repositories in one place,12,40,156,0
gitbucket,Git platform powered by Scala offering,50,147,373,0
giter8,Generate files and directories from templates in a git repo,41,108,2310,0
gitfs,Version controlled file system,771,1890,2246,0
gitg,GNOME GUI client to view git repositories,261,973,3689,0
github-keygen,Bootstrap GitHub SSH configuration,13,36,164,0
github-markdown-toc,Easy TOC creation for GitHub README.md (in go),101,573,975,0
github-release,Create and edit releases on Github (and upload artifacts),81,233,927,0
gitlab-gem,Ruby client and CLI for GitLab API,47,189,853,0
gitlab-runner,Official GitLab CI runner,4195,11128,51599,0
gitleaks,Audit git repos for secrets,944,2582,7556,0
gitless,Simplified version control system on top of git,70,319,939,0
gitlint,Linting for your git commit messages,47,118,159,0
gitmoji,Emoji guide for your commit messages,265,1285,3299,0
gitql,Git query language,4,11,39,0
gitslave,Create group of related repos with one as superproject,11,21,92,0
gitter-cli,Extremely simple Gitter client for terminals,12,26,89,0
gitui,Blazing fast terminal-ui for git written in rust,354,1137,3111,0
gitup,Update multiple git repositories at once,611,1078,3480,0
gitversion,Easy semantic versioning for projects using Git,504,1382,4288,0
giza,Scientific plotting library for C/Fortran built on cairo,18,43,56,0
gjs,JavaScript Bindings for GNOME,20,66,493,0
gkrellm,Extensible GTK system monitoring application,34,86,264,0
gl2ps,OpenGL to PostScript printing library,12587,45754,90582,0
glab,Open-source GitLab command-line tool,184,454,487,0
glade,RAD tool for the GTK+ and GNOME environment,328,1372,4937,0
glances,Alternative to top/htop,5502,13122,35357,0
glassfish,Java EE application server,162,383,1295,0
glbinding,C++ binding for the OpenGL API,9,40,181,0
gleam,✨ A statically typed language for the Erlang VM,161,320,1199,0
glew,OpenGL Extension Wrangler Library,17124,58406,94754,0
glfw,Multi-platform library for OpenGL applications,2595,8254,34953,0
glib,Core application library for C,375067,1061549,4183253,0
glib-networking,Network related modules for glib,5845,18888,111817,0
glib-openssl,OpenSSL GIO module for glib,251,674,2957,0
glibmm,C++ interface to glib,2620,14763,37445,0
glibmm@2.66,C++ interface to glib,3062,3062,3062,0
glide,"Simplified Go project management, dependency management, and vendoring",686,1947,11545,0
glkterm,Terminal-window Glk library,2,6,17,0
glktermw,Terminal-window Glk library with Unicode support,0,8,19,0
glm,C++ mathematics library for graphics software,1080,3227,14569,0
global,Source code tag system,403,1210,5920,0
globe,Prints ASCII graphic of currently-lit side of the Earth,10,21,63,0
globjects,C++ library strictly wrapping OpenGL objects,1,6,36,0
glog,Application-level logging library,6724,22009,101055,0
glooctl,Envoy-Powered API Gateway,347,898,2940,0
gloox,C++ Jabber/XMPP library that handles the low-level protocol,0,3,21,0
glow,Render markdown on the CLI,581,3773,8102,0
glpk,Library for Linear and Mixed-Integer Programming,6281,17907,44052,0
glslang,OpenGL and OpenGL ES reference compiler for shading languages,467,785,2765,0
glslviewer,Live-coding console tool that renders GLSL Shaders,87,282,1623,0
glui,C++ user interface library,6,22,193,0
glulxe,Portable VM like the Z-machine,2,7,46,0
gluon,"Static, type inferred and embeddable language written in Rust",4,7,26,0
glyr,Music related metadata search engine with command-line interface and C API,61,151,515,0
gmail-backup,Backup and restore the content of your Gmail account,6,9,39,0
gmailctl,Declarative configuration for Gmail filters,40,132,354,0
gmic,Full-Featured Open-Source Framework for Image Processing,135,374,1000,0
